Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1922;19/04/2017;20;22;36;38;41;43;92.856.928,50;0; ; ;0;124;43.174,39;8817;867,41;SIM;77.040.029,99;88.000.000,00;20.008.370,14
1923;22/04/2017;9;34;42;45;46;59;96.113.356,50;0; ; ;0;110;50.376,11;9351;846,56;SIM;87.247.820,27;97.000.000,00;21.466.625,91
1924;26/04/2017;12;16;30;52;53;58;134.048.376,00;1;JACIARA;MT;101.484.527,44;188;41.109,03;11382;970,01;NÃO;0;35.000.000,00;23.500.441,23
1925;29/04/2017;1;17;38;43;45;47;46.487.696,50;0; ; ;0;50;53.604,54;5258;728,2;SIM;35.737.910,39;40.000.000,00;24.205.764,14
1926;03/05/2017;2;3;14;20;30;46;52.542.315,00;1;SÃO PAULO;SP;41.318.205,91;95;31.887,41;6741;641,97;NÃO;0;3.000.000,00;25.002.949,22
1927;06/05/2017;5;11;13;19;30;31;31.477.666,50;1;PORTO ALEGRE;RS;3.343.108,90;140;12.963,07;7385;351,06;NÃO;0;2.500.000,00;25.480.536,22
1928;09/05/2017;10;26;28;51;53;59;15.485.907,50;0; ; ;0;28;31.886,89;1630;782,5;SIM;1.644.692,28;3.500.000,00;25.715.492,26
1929;11/05/2017;3;10;23;36;43;52;23.394.773,50;0; ; ;0;45;29.973,67;3225;597,48;SIM;15.437.361,69;18.000.000,00;26.070.443,60
1930;13/05/2017;4;17;18;37;52;56;35.965.646,50;0; ; ;0;50;41.471,66;4712;628,66;SIM;19.257.119,83;24.000.000,00;26.616.123,36
1931;17/05/2017;2;8;9;15;22;34;43.744.127,00;0; ; ;0;131;19.252,27;8918;404;SIM;23.902.997,26;30.000.000,00;27.279.820,15
1932;20/05/2017;10;16;21;29;44;55;47.928.555,50;0; ; ;0;72;38.379,16;5449;724,45;SIM;28.993.285,02;34.000.000,00;28.007.004,13
1933;24/05/2017;2;14;15;19;35;59;48.499.493,00;0; ; ;0;86;32.514,14;6417;622,5;SIM;34.144.209,63;40.000.000,00;28.742.850,52
1934;27/05/2017;8;23;35;39;56;59;56.434.322,00;0; ; ;0;105;30.987,58;6699;693,85;SIM;55.663.885,26;65.000.000,00;29.599.086,10
1935;31/05/2017;1;3;10;17;23;24;67.050.592,00;3;CONTAGEM;MG;20.928.347,70;497;7.778,22;18964;291,21;NÃO;0;3.000.000,00;30.616.394,37
BOA ESPERANÇA;PR;;;;;;;;;;;;;;;;;;;
RIO DE JANEIRO;RJ;;;;;;;;;;;;;;;;;;;
1936;03/06/2017;3;12;24;40;51;52;28.669.844,00;0; ; ;0;43;38.440,62;2686;879,13;SIM;3.044.902,03;6.500.000,00;31.051.380,39
1937;07/06/2017;6;10;24;29;43;55;30.745.253,00;1;FORTALEZA;CE;6.310.224,41;71;24.966,25;4055;624,48;NÃO;0;3.000.000,00;31.517.855,04
1938;10/06/2017;10;16;32;40;42;54;27.429.262,00;0; ; ;0;24;65.892,57;2220;1.017,64;SIM;2.913.145,10;6.500.000,00;31.934.018,64
1939;14/06/2017;7;24;29;39;45;52;29.345.851,50;0; ; ;0;59;28.676,64;3620;667,68;SIM;18.262.613,14;21.000.000,00;32.379.261,21
1940;17/06/2017;9;13;16;17;36;47;36.254.417,50;0; ; ;0;95;22.002,44;6468;461,66;SIM;22.113.040,42;26.700.000,00;32.929.322,27
1941;21/06/2017;1;9;24;38;48;49;41.988.908,50;1;PERUÍBE;SP;26.572.503,56;63;38.426,22;4313;801,84;NÃO;0;3.000.000,00;33.566.388,45
1942;24/06/2017;6;18;20;24;43;48;24.225.943,00;0; ; ;0;56;24.941,71;4126;483,6;SIM;2.572.934,23;6.000.000,00;33.933.950,50
1943;28/06/2017;9;11;12;30;39;43;26.360.005,00;0; ; ;0;23;66.077,13;2870;756,48;SIM;5.372.518,09;8.000.000,00;34.333.891,06
1944;01/07/2017;8;9;39;47;57;59;33.190.703,00;0; ; ;0;41;46.673,04;2879;949,53;SIM;19.713.673,80;23.000.000,00;34.837.468,68
1945;04/07/2017;4;8;10;21;45;54;26.655.265,00;0; ; ;0;50;30.735,95;4258;515,59;SIM;22.544.615,97;26.000.000,00;35.241.888,99
1946;06/07/2017;4;6;39;44;52;60;39.445.854,00;0; ; ;0;40;56.855,82;3729;871,25;SIM;26.733.992,14;32.000.000,00;35.840.371,31
1947;08/07/2017;8;33;40;52;55;59;45.280.627,00;0; ; ;0;63;41.438,63;4250;877,52;SIM;31.543.054,69;36.000.000,00;36.527.380,26
1948;12/07/2017;12;20;24;28;33;57;55.062.525,00;0; ; ;0;100;31.746,05;7199;629,96;SIM;37.391.010,97;45.000.000,00;37.362.802,61
1949;15/07/2017;1;6;14;22;30;56;66.075.649,50;0; ; ;0;130;29.304,32;8455;643,67;SIM;59.931.164,62;68.000.000,00;38.365.318,81
1950;19/07/2017;10;21;32;34;48;57;79.618.157,50;0; ; ;0;88;52.163,05;7215;908,88;SIM;68.387.070,06;78.000.000,00;39.573.305,31
1951;22/07/2017;14;16;19;21;33;55;95.049.423,00;0; ; ;0;209;26.220,25;13551;577,71;SIM;78.481.864,51;90.000.000,00;41.015.418,83
1952;26/07/2017;9;21;36;38;52;53;123.388.139,00;0; ; ;0;180;39.521,60;13017;780,72;SIM;91.586.393,30;105.000.000,00;42.887.494,39
1953;29/07/2017;9;26;29;42;43;45;154.132.051,50;1;RIO DE JANEIRO;RJ;107.956.102,12;237;37.495,41;16988;747,28;NÃO;0;3.000.000,00;45.226.024,24
1954;02/08/2017;9;25;33;35;40;49;26.907.720,00;0; ; ;0;32;48.479,76;2483;892,55;SIM;34.841.160,62;40.000.000,00;45.634.274,87
1955;05/08/2017;15;27;33;36;41;45;56.857.055,50;0; ; ;0;147;22.299,78;7391;633,6;SIM;40.879.706,35;46.000.000,00;46.496.924,27
1956;08/08/2017;5;8;20;28;40;45;41.314.840,00;0; ; ;0;74;32.189,04;5000;680,56;SIM;45.267.579,56;50.000.000,00;47.123.763,31
1957;10/08/2017;2;14;22;23;29;47;59.222.338,00;1;CURITIBA;PR;51.557.331,87;98;34.841,20;8329;585,63;NÃO;0;2.500.000,00;48.022.299,37
1958;12/08/2017;15;20;22;24;34;55;29.112.706,00;0; ; ;0;32;52.452,50;2670;898,06;SIM;3.091.936,52;7.000.000,00;48.464.004,61
1959;16/08/2017;8;21;27;35;43;56;31.904.771,50;0; ; ;0;94;19.568,67;4639;566,45;SIM;21.061.112,37;26.000.000,00;48.948.071,75
1960;19/08/2017;1;18;25;37;39;43;48.374.375,00;0; ; ;0;116;24.043,13;6655;598,69;SIM;26.198.748,72;32.000.000,00;49.682.019,83
1961;23/08/2017;17;25;26;30;32;50;49.918.645,00;0; ; ;0;55;52.327,94;4505;912,64;SIM;31.500.395,41;37.000.000,00;50.439.397,94
1962;26/08/2017;5;6;15;25;39;53;56.459.938,50;0; ; ;0;86;37.850,84;6431;723,09;SIM;37.496.765,04;44.000.000,00;51.296.022,19
1963;30/08/2017;4;5;7;34;42;60;58.129.505,00;0; ; ;0;80;41.892,88;6686;716,08;SIM;43.670.452,21;50.000.000,00;52.177.977,51
1964;02/09/2017;2;27;32;36;48;50;67.359.876,50;0; ; ;0;119;32.635,32;7880;704,06;SIM;69.532.846,39;77.000.000,00;53.199.978,32
1965;06/09/2017;26;28;35;38;48;55;79.933.521,50;1;JARDIM;MS;78.022.245,31;98;47.025,82;6377;1.032,40;NÃO;0;2.500.000,00;54.412.749,61
1966;09/09/2017;10;13;19;32;40;60;23.689.603,00;0; ; ;0;29;47.097,01;2758;707,45;SIM;2.515.971,84;5.500.000,00;54.772.174,17
1967;13/09/2017;13;30;32;39;46;54;30.420.544,00;0; ; ;0;43;40.787,97;3175;789,14;SIM;5.746.808,26;10.000.000,00;55.233.722,23
1968;16/09/2017;35;36;39;44;48;52;38.347.757,00;0; ; ;0;48;46.060,89;3782;835,12;SIM;9.819.560,22;13.400.000,00;55.815.543,95
1969;19/09/2017;8;20;30;32;48;59;25.424.658,00;0; ; ;0;20;73.292,36;1999;1.047,55;SIM;25.725.590,06;30.000.000,00;56.201.293,19
1970;21/09/2017;5;10;18;24;39;52;38.874.909,50;0; ; ;0;87;25.762,24;6153;520,37;SIM;29.854.328,64;35.000.000,00;56.791.113,01
1971;23/09/2017;4;10;41;44;52;54;45.849.107,50;0; ; ;0;39;67.779,73;4001;943,83;SIM;34.723.767,08;40.000.000,00;57.486.747,09
1972;27/09/2017;9;16;20;54;57;59;54.233.763,50;0; ; ;0;85;36.786,15;5317;840,11;SIM;40.483.704,13;47.000.000,00;58.309.595,26
1973;30/09/2017;1;12;16;17;52;60;62.371.778,00;0; ; ;0;110;32.691,06;7294;704,3;SIM;47.107.945,05;55.000.000,00;59.255.915,41
1974;04/10/2017;4;19;27;38;54;57;67.417.294,00;1;ASSIS;SP;54.268.048,74;141;27.566,76;8994;617,38;NÃO;0;22.000.000,00;60.278.787,38
1975;07/10/2017;8;11;24;26;47;57;43.635.819,50;1;GUARULHOS;SP;22.575.348,57;76;33.102,68;5845;614,88;NÃO;0;3.000.000,00;60.940.840,90
1976;11/10/2017;12;14;19;25;52;59;26.666.353,00;0; ; ;0;62;24.797,36;3551;618,51;SIM;2.832.119,78;6.000.000,00;61.345.429,46
1977;14/10/2017;3;16;28;32;34;37;28.787.773,00;1;COLATINA;ES;5.889.546,54;91;18.238,97;4723;502,02;NÃO;0;2.500.000,00;61.782.204,72
1978;17/10/2017;2;6;22;44;55;57;15.337.374,50;0; ; ;0;29;30.492,05;2089;604,71;SIM;1.628.917,22;4.000.000,00;62.014.907,20
1979;19/10/2017;22;23;29;32;38;45;21.868.843,50;1;MUZAMBINHO;MG;3.951.513,94;32;39.401,20;2677;672,84;NÃO;0;11.500.000,00;62.346.706,73
1980;21/10/2017;12;16;17;18;34;37;29.605.005,50;0; ; ;0;77;22.167,05;4689;520,02;SIM;12.243.066,43;16.000.000,00;62.795.881,26
1981;25/10/2017;6;15;19;37;39;53;36.856.522,50;0; ; ;0;85;24.999,36;5215;582,09;SIM;16.157.440,72;20.000.000,00;63.355.077,59
1982;28/10/2017;4;14;20;24;46;50;43.498.161,00;1;CURITIBA;PR;20.777.195,15;45;55.730,37;4144;864,54;NÃO;0;2.500.000,00;64.015.042,52
1983;01/11/2017;5;6;10;14;22;36;24.465.738,50;1;COTIA;SP;2.598.401,89;73;19.322,76;4884;412,58;NÃO;0;2.000.000,00;64.386.242,81
1984;04/11/2017;21;29;32;35;43;50;23.646.889,00;0; ; ;0;13;104.873,13;1743;1.117,40;SIM;13.064.010,38;16.000.000,00;64.745.019,31
1985;07/11/2017;9;28;29;34;36;55;24.088.571,50;0; ; ;0;36;38.578,22;2503;792,65;SIM;15.622.354,96;19.000.000,00;65.110.497,11
1986;09/11/2017;23;36;43;44;55;56;32.863.243,00;0; ; ;0;41;46.212,57;3164;855,47;SIM;19.112.620,03;24.000.000,00;65.609.106,42
1987;11/11/2017;10;14;31;34;45;58;39.415.096,00;0; ; ;0;59;38.516,27;3920;828,15;SIM;23.298.729,51;29.000.000,00;66.207.122,08
1988;16/11/2017;5;10;39;42;46;54;44.029.100,50;0; ; ;0;87;29.177,91;5711;634,98;SIM;27.974.872,76;33.000.000,00;66.875.142,54
1989;18/11/2017;15;22;30;32;40;58;45.738.399,00;0; ; ;0;47;56.106,95;3280;1.148,53;SIM;45.258.494,61;50.000.000,00;67.569.096,93
1990;22/11/2017;11;24;26;34;37;59;56.129.209,50;0; ; ;0;78;41.488,51;5852;789,98;SIM;51.219.738,92;60.000.000,00;68.420.703,27
1991;25/11/2017;19;20;28;34;36;44;66.874.573,50;0; ; ;0;80;48.195,29;6152;895,32;SIM;58.322.202,57;65.000.000,00;69.435.340,94
1992;29/11/2017;5;11;13;21;53;54;71.423.961,00;2;CAMPOS BELOS;GO;32.953.918,65;142;28.999,41;11405;515,8;NÃO;0;2.500.000,00;70.519.003,07
ARAGUARI;MG;;;;;;;;;;;;;;;;;;;
1993;02/12/2017;6;17;33;48;50;57;28.484.228,50;0; ; ;0;39;42.108,85;3063;765,93;SIM;3.025.188,60;6.700.000,00;70.951.172,88
1994;06/12/2017;2;5;12;32;40;44;31.115.808,50;0; ; ;0;51;35.175,84;3686;695,28;SIM;23.288.225,90;28.000.000,00;71.423.269,68
1995;09/12/2017;14;26;29;35;37;39;44.206.799,00;0; ; ;0;66;38.617,02;4840;752,27;SIM;27.983.241,76;33.000.000,00;72.093.986,24
1996;13/12/2017;7;20;21;24;40;56;48.458.620,00;0; ; ;0;144;19.401,81;4933;809,08;SIM;33.129.825,41;39.000.000,00;72.829.212,49
1997;16/12/2017;1;7;14;31;35;46;54.280.324,00;0; ; ;0;86;36.389,62;6280;711,89;SIM;38.894.707,46;43.500.000,00;73.652.767,08
1998;19/12/2017;8;21;24;25;52;57;38.499.475,00;0; ; ;0;61;36.388,03;4810;659,24;SIM;42.983.572,73;48.000.000,00;74.236.890,71
1999;21/12/2017;15;37;38;42;49;50;50.491.038,50;0; ; ;0;73;39.877,23;4434;937,89;SIM;139.099.571,93;280.000.000,00;139.099.571,93
2000;31/12/2017;3;6;10;17;34;37;890.947.368,50;17;CRUZ DAS ALMAS;BA;18.042.279,04;4862;10.565,03;173428;423,12;NÃO;0;2.000.000,00;0
PRADO;BA;;;;;;;;;;;;;;;;;;;
URUÇUCA;BA;;;;;;;;;;;;;;;;;;;
CARMO DO CAJURU;MG;;;;;;;;;;;;;;;;;;;
CONTAGEM;MG;;;;;;;;;;;;;;;;;;;
BELÉM;PA;;;;;;;;;;;;;;;;;;;
RIO AZUL;PR;;;;;;;;;;;;;;;;;;;
SÃO JOÃO DO TRIUNFO;PR;;;;;;;;;;;;;;;;;;;
RIO DE JANEIRO;RJ;;;;;;;;;;;;;;;;;;;
SEROPÉDICA;RJ;;;;;;;;;;;;;;;;;;;
BRUSQUE;SC;;;;;;;;;;;;;;;;;;;
GUARULHOS;SP;;;;;;;;;;;;;;;;;;;
GUARULHOS;SP;;;;;;;;;;;;;;;;;;;
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
2001;03/01/2018;20;22;36;42;52;60;17.710.070,00;0; ; ;0;12;85.088,83;1214;1.201,53;SIM;1.880.911,11;4.500.000,00;268.701,61
2002;06/01/2018;4;28;30;38;46;59;28.829.944,50;0; ; ;0;24;69.257,39;2214;1.072,51;SIM;4.942.816,72;8.500.000,00;706.116,70
2003;10/01/2018;28;34;40;43;50;51;30.509.412,50;0; ; ;0;16;109.937,90;1865;1.347,38;SIM;8.183.091,48;12.000.000,00;1.169.013,11
2004;13/01/2018;1;5;14;23;35;45;38.638.484,50;3;CURITIBA;PR;4.095.573,45;79;28.198,54;6444;493,85;NÃO;0;12.000.000,00;1.755.245,82
JULIO DE CASTILHOS;RS;;;;;;;;;;;;;;;;;;;
SANTA RITA DO PASSA QUATRO;SP;;;;;;;;;;;;;;;;;;;
2005;17/01/2018;11;19;22;33;34;53;32.721.132,50;0; ; ;0;44;42.875,50;4052;665,11;SIM;11.198.253,50;15.000.000,00;2.251.699,00
2006;20/01/2018;1;9;14;20;25;54;38.569.461,00;0; ; ;0;71;31.319,78;5500;577,58;SIM;15.294.551,69;20.000.000,00;2.836.884,47
2007;24/01/2018;4;14;39;41;54;58;38.825.178,00;0; ; ;0;42;53.296,38;3340;957,42;SIM;19.418.008,50;24.000.000,00;3.425.949,74
2008;27/01/2018;22;27;33;42;58;59;43.671.250,00;0; ; ;0;49;51.384,62;4215;853,36;SIM;24.056.145,97;30.000.000,00;4.088.540,82
2009;31/01/2018;1;37;44;46;48;50;47.352.865,00;0; ; ;0;46;59.350,17;3665;1.064,16;SIM;42.512.967,40;48.000.000,00;4.806.990,28
2010;03/02/2018;8;10;18;34;39;56;61.968.606,00;0; ; ;0;106;33.705,40;7436;686,38;SIM;49.094.389,13;56.000.000,00;5.747.193,41
2011;06/02/2018;2;28;32;35;54;58;43.455.856,50;0; ; ;0;119;21.054,02;5949;601,64;SIM;53.709.650,58;59.000.000,00;6.406.516,49
2012;08/02/2018;8;11;27;35;36;51;60.329.097,50;0; ; ;0;107;32.506,98;6828;727,72;SIM;60.116.947,10;70.000.000,00;7.321.844,58
2013;10/02/2018;6;23;30;36;53;56;69.104.360,50;0; ; ;0;159;25.057,74;8465;672,37;SIM;67.456.226,93;71.000.000,00;8.370.313,14
2014;14/02/2018;16;32;40;46;53;56;52.356.503,50;0; ; ;0;46;65.621,53;4140;1.041,61;SIM;92.190.618,41;100.000.000,00;9.164.679,05
2015;17/02/2018;17;18;27;32;39;58;116.332.797,00;1;Curitiba;PR;104.545.829,37;130;51.593,19;12558;762,98;NÃO;0;3.000.000,00;10.929.709,20
2016;21/02/2018;4;11;17;18;21;48;26.614.714,00;0; ; ;0;64;23.975,93;4543;482,51;SIM;2.826.635,42;6.200.000,00;11.333.514,27
2017;24/02/2018;2;10;11;24;38;56;34.810.982,50;0; ; ;0;123;16.317,17;6125;468,1;SIM;6.523.761,62;11.000.000,00;11.861.675,17
2018;28/02/2018;11;22;25;27;55;59;37.486.974,00;0; ; ;0;83;26.039,70;4661;662,42;SIM;10.505.093,47;15.000.000,00;12.430.436,87
2019;03/03/2018;23;41;46;52;54;59;45.790.930,50;0; ; ;0;54;48.889,92;4043;932,84;SIM;32.794.593,50;40.000.000,00;13.125.188,27
2020;07/03/2018;2;36;46;48;57;60;53.716.386,50;0; ; ;0;46;67.325,96;4530;976,66;SIM;38.499.582,15;45.000.000,00;13.940.186,66
2021;10/03/2018;7;14;32;37;40;60;61.453.154,00;0; ; ;0;101;35.079,74;6982;724,93;SIM;45.026.259,92;52.000.000,00;14.872.569,21
2022;14/03/2018;4;28;45;48;52;60;64.651.783,00;0; ; ;0;79;47.183,15;6343;839,5;SIM;51.892.650,46;60.000.000,00;15.853.482,16
2023;17/03/2018;1;6;7;8;23;56;73.781.900,50;2;Curitiba;PR;29.864.355,95;217;19.603,05;13622;446,11;NÃO;0;3.000.000,00;16.972.919,52
RIO DE JANEIRO;RJ;;;;;;;;;;;;;;;;;;;
2024;21/03/2018;16;20;23;29;35;47;25.175.416,00;0; ; ;0;45;32.255,05;3221;643,75;SIM;21.284.448,74;25.000.000,00;17.354.887,21
2025;24/03/2018;4;24;46;52;55;56;43.865.881,50;0; ; ;0;53;47.718,26;3730;968,62;SIM;25.943.257,19;30.000.000,00;18.020.431,29
2026;28/03/2018;10;23;31;33;51;52;45.084.077,50;0; ; ;0;105;24.755,26;6365;583,39;SIM;30.731.445,06;35.000.000,00;18.704.458,15
2027;31/03/2018;11;15;29;37;39;44;43.257.056,50;0; ; ;0;76;32.815,34;4916;724,73;SIM;35.325.592,81;40.000.000,00;19.360.764,99
2028;04/04/2018;7;11;24;36;42;58;53.470.886,00;4;VIAMÃO;RS;10.251.126,97;261;11.811,65;9867;446,34;NÃO;0;3.000.000,00;20.172.038,59
PIRACICABA;SP;;;;;;;;;;;;;;;;;;;
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
2029;07/04/2018;6;15;18;33;37;40;29.630.352,50;0; ; ;0;78;21.901,60;4398;554,9;SIM;17.520.439,23;22.000.000,00;20.621.597,69
2030;11/04/2018;4;27;38;40;58;59;43.333.094,00;1;UNAÍ;MG;22.122.662,60;63;39.656,35;4017;888,49;NÃO;0;3.000.000,00;21.279.058,18
2031;14/04/2018;18;23;37;39;50;55;30.644.306,00;0; ; ;0;48;36.807,99;3252;776,13;SIM;3.254.601,23;6.000.000,00;21.744.001,22
2032;17/04/2018;6;14;19;20;39;53;19.334.920,50;0; ; ;0;27;41.286,89;2075;767,46;SIM;5.308.080,78;8.500.000,00;22.037.355,46
2033;20/04/2018;10;18;33;38;40;43;38.053.967,00;1;BRASÍLIA;DF;9.349.630,55;27;81.258,67;3644;860,11;NÃO;0;3.000.000,00;22.614.719,73
2034;25/04/2018;6;7;13;17;22;56;26.153.494,50;1;SÃO PAULO;SP;2.777.651,27;89;16.942,34;5597;384,86;NÃO;0;15.000.000,00;23.011.527,07
2035;28/04/2018;30;35;36;38;49;52;37.614.202,50;0; ; ;0;37;58.611,61;2668;1.161,18;SIM;14.510.533,22;20.000.000,00;23.582.219,13
2036;02/05/2018;7;8;19;23;27;58;34.643.273,00;0; ; ;0;91;21.948,81;6675;427,46;SIM;18.189.847,70;22.000.000,00;24.107.835,50
2037;05/05/2018;14;16;23;30;45;60;48.518.022,00;0; ; ;0;48;58.276,76;4609;867,02;SIM;23.342.740,19;28.000.000,00;24.843.963,02
2038;08/05/2018;6;25;26;35;38;40;32.033.897,00;0; ; ;0;28;65.960,70;2768;953,18;SIM;26.744.923,97;30.000.000,00;25.329.989,28
2039;10/05/2018;6;12;22;28;31;44;45.328.972,50;0; ; ;0;91;28.718,92;6415;581,98;SIM;44.786.421,27;50.000.000,00;26.017.731,74
2040;12/05/2018;6;9;41;54;56;58;61.238.142,00;0; ; ;0;67;52.696,38;5680;887,99;SIM;51.290.263,54;60.000.000,00;26.946.852,08
2041;16/05/2018;10;12;22;25;42;54;71.952.860,00;1;BRASÍLIA;DF;58.932.070,38;120;34.570,08;9310;636,55;NÃO;0;3.000.000,00;28.038.538,79
2042;19/05/2018;14;22;29;32;33;35;28.129.048,50;0; ; ;0;47;34.505,69;3018;767,66;SIM;2.987.466,44;6.500.000,00;28.465.319,73
2043;23/05/2018;21;38;53;56;57;58;29.191.365,00;0; ; ;0;19;88.579,73;2258;1.064,79;SIM;6.087.756,99;10.000.000,00;28.908.218,39
2044;26/05/2018;7;14;47;54;56;60;33.740.301,00;0; ; ;0;49;39.699,63;3612;769,37;SIM;24.641.743,07;30.000.000,00;29.420.134,65
2045;30/05/2018;15;25;27;45;46;50;41.661.851,00;1;PRIMEIRO DE MAIO;PR;29.066.470,84;70;34.314,21;3921;875,13;NÃO;0;3.000.000,00;30.052.238,63
2046;02/06/2018;3;6;11;27;28;46;23.792.139,00;0; ; ;0;80;17.146,56;4630;423,24;SIM;2.526.861,75;5.500.000,00;30.413.218,90
2047;06/06/2018;1;18;19;29;44;54;29.094.681,00;0; ; ;0;30;55.914,69;2390;1.002,65;SIM;5.616.883,91;9.500.000,00;30.854.650,64
2048;09/06/2018;10;19;26;35;38;39;35.709.740,50;0; ; ;0;36;57.189,69;3611;814,5;SIM;9.409.463,36;14.000.000,00;31.396.447,72
2049;13/06/2018;10;19;27;31;51;53;35.572.736,50;0; ; ;0;49;41.855,71;4216;694,94;SIM;24.258.030,47;30.000.000,00;31.936.166,14
2050;16/06/2018;8;31;32;33;38;50;44.647.610,00;0; ; ;0;34;75.709,93;3540;1.038,79;SIM;28.999.862,98;35.000.000,00;32.613.570,80
2051;20/06/2018;1;5;6;37;44;53;44.492.028,00;0; ; ;0;46;55.764,52;5251;697,87;SIM;33.725.171,79;38.000.000,00;33.288.614,92
2052;23/06/2018;50;51;56;57;58;59;45.054.674,00;4;SALVADOR;BA;9.627.559,21;152;17.089,52;4816;770,52;NÃO;0;2.500.000,00;33.972.195,67
MARANGUAPE;CE;;;;;;;;;;;;;;;;;;;
MARABÁ;PA;;;;;;;;;;;;;;;;;;;
CANOAS;RS;;;;;;;;;;;;;;;;;;;
2053;27/06/2018;12;22;27;37;40;55;19.479.435,50;0; ; ;0;17;66.063,41;1582;1.014,15;SIM;2.068.827,88;4.500.000,00;34.267.742,53
2054;30/06/2018;4;7;12;22;26;39;28.021.805,00;0; ; ;0;80;20.194,81;5237;440,7;SIM;17.174.516,94;21.000.000,00;34.692.896,33
2055;03/07/2018;6;25;35;43;46;53;22.180.466,00;0; ; ;0;41;31.190,36;2209;827;SIM;19.530.209,77;22.000.000,00;35.029.423,90
2056;05/07/2018;18;22;29;34;36;47;34.130.229,00;0; ; ;0;80;24.597,04;4927;570,54;SIM;23.155.036,03;27.500.000,00;35.547.256,24
2057;07/07/2018;10;13;20;37;38;54;33.588.695,00;0; ; ;0;42;46.108,12;4086;677,06;SIM;26.722.348,27;31.000.000,00;36.056.872,29
2058;11/07/2018;4;19;23;29;56;59;42.911.631,00;0; ; ;0;81;30.543,83;5435;650,29;SIM;31.279.809,85;34.000.000,00;36.707.938,23
2059;14/07/2018;4;5;36;40;44;56;53.294.356,50;0; ; ;0;77;39.904,70;5562;789,19;SIM;49.363.979,62;56.000.000,00;37.516.533,48
2060;18/07/2018;8;9;11;25;39;41;62.764.250,50;0; ; ;0;186;19.455,08;8570;603,2;SIM;56.029.903,37;62.000.000,00;38.468.808,32
2061;21/07/2018;33;36;40;44;45;54;73.680.040,00;0; ; ;0;93;45.677,31;6899;879,62;SIM;63.855.146,65;72.000.000,00;39.586.700,23
2062;25/07/2018;8;10;15;23;25;34;90.343.582,00;1;SÃO LUIS;MA;73.450.153,75;192;27.128,74;13804;539,04;NÃO;0;3.000.000,00;40.957.415,53
2063;28/07/2018;6;10;19;24;25;29;27.002.577,00;0; ; ;0;94;16.561,93;5511;403,56;SIM;2.867.828,70;6.000.000,00;41.367.105,36
2064;01/08/2018;10;14;36;53;55;60;29.153.250,00;0; ; ;0;68;24.717,90;3311;725,2;SIM;24.852.796,86;30.000.000,00;41.809.425,73
2065;04/08/2018;4;11;20;30;37;43;47.720.792,00;0; ; ;0;74;37.180,01;4900;802,13;SIM;29.921.018,95;35.000.000,00;42.533.457,47
2066;08/08/2018;6;25;27;35;45;55;49.282.499,00;1;SÃO PAULO;SP;35.155.103,28;104;27.320,77;7345;552,63;NÃO;0;3.000.000,00;43.281.183,82
2067;11/08/2018;2;11;13;26;32;59;28.548.460,50;0; ; ;0;57;28.876,29;3828;614,25;SIM;3.032.010,41;6.500.000,00;43.714.328,19
2068;14/08/2018;3;5;9;40;42;47;19.414.437,00;0; ; ;0;46;24.333,27;2466;648,43;SIM;5.093.935,07;7.500.000,00;44.008.888,87
2069;16/08/2018;3;17;34;35;40;48;25.751.106,50;0; ; ;0;48;30.930,59;3638;583;SIM;19.225.577,56;23.000.000,00;44.399.591,08
2070;18/08/2018;5;26;27;34;42;48;37.341.657,50;0; ; ;0;84;25.629,96;5654;543,96;SIM;23.191.475,97;27.500.000,00;44.966.148,01
2071;22/08/2018;24;33;34;35;46;60;43.096.606,00;0; ; ;0;33;75.294,40;3760;944,04;SIM;27.768.582,95;33.000.000,00;45.620.020,45
2072;25/08/2018;10;12;13;20;22;54;49.882.350,00;0; ; ;0;135;21.303,29;8860;463,71;SIM;33.066.374,91;40.000.000,00;46.376.847,88
2073;29/08/2018;12;15;18;30;52;55;51.222.020,50;0; ; ;0;80;36.914,78;5335;790,78;SIM;38.506.447,56;45.000.000,00;47.154.001,13
2074;01/09/2018;8;18;23;37;42;58;57.893.622,50;2;PASSOS;MG;22.327.541,33;172;19.405,99;8812;541,11;NÃO;0;20.000.000,00;48.032.377,59
SÃO SEBASTIÃO;SP;;;;;;;;;;;;;;;;;;;
2075;05/09/2018;7;9;23;33;57;59;36.072.582,00;0; ; ;0;98;21.221,93;5737;517,87;SIM;19.815.375,66;24.000.000,00;48.579.679,79
2076;08/09/2018;5;6;12;15;22;43;33.802.037,50;0; ; ;0;86;22.660,94;5364;519,02;SIM;23.405.346,10;28.000.000,00;49.092.532,72
